Time,1,2,3,4,5,6,7,8,9,10,11,12
0.385000,99.999970,-22.999824,0.000060,-0.010788,73.000018,63.742343,68.454687,91.775482,-80.901568,-72.896783,0.000060,
0.390000,99.999970,-21.999897,0.000060,-0.009477,63.000027,61.290685,84.432786,78.043048,-45.398894,-97.591585,-99.999851,
0.395000,99.999970,-20.999850,0.000060,-0.008285,35.000028,58.778468,95.105594,58.778468,0.000060,-95.105475,0.000060,
0.400000,99.999970,-19.999923,0.000060,-0.007331,68.000023,56.208316,99.802679,35.347523,45.399013,-66.131059,99.999970,
0.405000,99.999970,-18.999876,0.000060,-0.006497,15.999974,53.582731,98.228758,9.410799,80.901687,-18.737973,0.000060,
0.410000,99.999970,-17.999829,0.000060,-0.005662,43.999973,50.904098,90.482658,-17.192782,98.768777,33.873739,-99.999851,
0.411765,,,,,,,,,,,,0.000000
0.415000,99.999970,-16.999901,0.000060,-0.004947,88.000005,48.175397,77.051346,-42.577806,95.105594,77.051346,0.000060,
0.420000,99.999970,-15.999855,0.000060,-0.004351,81.999962,45.399013,58.778468,-64.944688,70.710723,98.768777,99.999970,
0.425000,99.999970,-14.999927,0.000060,-0.003874,33.000054,42.577925,36.812486,-82.707946,30.901732,92.977708,0.000060,
0.430000,99.999970,-13.999880,0.000060,-0.003397,22.000016,39.714756,12.533367,-94.608372,-15.643300,61.290685,-99.999851,
0.435000,99.999970,-12.999833,0.000060,-0.002921,89.000052,36.812486,-12.533248,-99.802560,-58.778349,12.533367,0.000060,
0.440000,99.999970,-11.999906,0.000060,-0.002563,35.000028,33.873739,-36.812367,-97.922152,-89.100545,-39.714637,99.999970,
0.441176,,,,,,,,,,,,0.000000
0.445000,99.999970,-10.999859,0.000060,-0.002325,68.000023,30.901732,-58.778349,-89.100545,-99.999851,-80.901568,0.000060,
0.450000,99.999970,-9.999931,0.000060,-0.001967,94.999975,27.899088,-77.051227,-73.962991,-89.100545,-99.556035,-99.999851,
0.455000,99.999970,-8.999885,0.000060,-0.001729,58.000032,24.869026,-90.482538,-53.582612,-58.778349,-90.482538,0.000060,
0.460000,99.999970,-7.999838,0.000060,-0.001490,65.000001,21.814288,-98.228639,-29.403867,-15.643300,-56.208197,99.999970,
0.465000,99.999970,-6.999910,0.000060,-0.001371,84.999984,18.738092,-99.802560,-3.140986,30.901732,-6.278932,0.000060,
0.470000,99.999970,-5.999864,0.000060,-0.001132,43.000045,15.643419,-95.105475,23.344578,70.710723,45.399013,-99.999851,
0.470588,,,,,,,,,,,,0.000000
0.475000,99.999970,-4.999936,0.000060,-0.001013,91.999954,12.533367,-84.432667,48.175397,95.105594,84.432786,0.000060,
0.480000,99.999970,-3.999889,0.000060,-0.000894,38.999977,9.410799,-68.454568,69.591228,98.768777,99.950618,99.999970,
0.485000,99.999970,-2.999842,0.000060,-0.000775,81.000035,6.279052,-48.175278,86.074179,80.901687,87.630694,0.000060,
0.490000,99.999970,-1.999915,0.000060,-0.000656,68.000023,3.141105,-24.868907,96.455759,45.399013,50.904098,-99.999851,
0.495000,99.999970,-0.999868,0.000060,-0.000536,91.000026,0.000060,0.000060,99.999970,0.000060,0.000060,0.000060,
0.500000,99.999970,0.000060,0.000060,-0.000536,48.000041,-3.140986,24.869026,96.455759,-45.398894,-50.903979,99.999970,0.000000
0.505000,99.999970,0.999987,0.000060,-0.000417,20.999969,-6.278932,48.175397,86.074179,-80.901568,-87.630575,0.000060,
0.510000,99.999970,2.000034,0.000060,-0.000298,94.999975,-9.410680,68.454687,69.591228,-98.768657,-99.950498,-99.999851,
0.515000,99.999970,2.999962,0.000060,-0.000298,91.999954,-12.533248,84.432786,48.175397,-95.105475,-84.432667,0.000060,
0.520000,99.999970,4.000008,0.000060,-0.000298,13.999999,-15.643300,95.105594,23.344578,-70.710604,-45.398894,99.999970,
0.525000,99.999970,5.000055,0.000060,-0.000179,88.000005,-18.737973,99.802679,-3.140986,-30.901613,6.279052,0.000060,
0.529412,,,,,,,,,,,,0.000000
0.530000,99.999970,5.999983,0.000060,-0.000179,63.999955,-21.814169,98.228758,-29.403867,15.643419,56.208316,-99.999851,
0.535000,99.999970,7.000030,0.000060,-0.000179,43.000045,-24.868907,90.482658,-53.582612,58.778468,90.482658,0.000060,
0.540000,99.999970,7.999957,0.000060,-0.000060,61.000053,-27.898969,77.051346,-73.962991,89.100664,99.556154,99.999970,
0.545000,99.999970,9.000004,0.000060,-0.000060,28.000058,-30.901613,58.778468,-89.100545,99.999970,80.901687,0.000060,
0.550000,99.999970,10.000051,0.000060,-0.000060,78.000014,-33.873620,36.812486,-97.922152,89.100664,39.714756,-99.999851,
0.555000,99.999970,10.999978,0.000060,-0.000060,30.000033,-36.812367,12.533367,-99.802560,58.778468,-12.533248,0.000060,
0.558824,,,,,,,,,,,,0.000000
0.560000,99.999970,12.000025,0.000060,-0.000060,43.999973,-39.714637,-12.533248,-94.608372,15.643419,-61.290566,99.999970,
0.565000,99.999970,12.999953,0.000060,0.000060,22.000016,-42.577806,-36.812367,-82.707946,-30.901613,-92.977589,0.000060,
0.570000,99.999970,13.999999,0.000060,0.000060,17.999948,-45.398894,-58.778349,-64.944688,-70.710604,-98.768657,-99.999851,
0.575000,99.999970,15.000046,0.000060,0.000060,27.000012,-48.175278,-77.051227,-42.577806,-95.105475,-77.051227,0.000060,
0.580000,99.999970,15.999974,0.000060,0.000060,55.000010,-50.903979,-90.482538,-17.192782,-98.768657,-33.873620,99.999970,
0.585000,99.999970,17.000021,0.000060,0.000060,40.999951,-53.582612,-98.228639,9.410799,-80.901568,18.738092,0.000060,
0.588235,,,,,,,,,,,,0.000000
0.590000,99.999970,17.999948,0.000060,0.000060,15.999974,-56.208197,-99.802560,35.347523,-45.398894,66.131179,-99.999851,
0.595000,99.999970,18.999995,0.000060,0.000060,89.999979,-58.778349,-95.105475,58.778468,0.000060,95.105594,0.000060,
0.600000,99.999970,20.000042,0.000060,0.000060,10.000051,-61.290566,-84.432667,78.043048,45.399013,97.591704,99.999970,
0.605000,99.999970,20.999969,0.000060,0.000060,12.000025,-63.742224,-68.454568,91.775482,80.901687,72.896902,0.000060,
0.610000,99.999970,22.000016,0.000060,0.000060,48.999968,-66.131059,-48.175278,99.002308,98.768777,27.899088,-99.999851,
0.615000,99.999970,22.999944,0.000060,0.000060,76.000039,-68.454568,-24.868907,99.211520,95.105594,-24.868907,0.000060,
0.617647,,,,,,,,,,,,0.000000
0.620000,99.999970,23.999990,0.000060,0.000060,97.999996,-70.710604,0.000060,92.387980,70.710723,-70.710604,99.999970,
0.625000,99.999970,25.000037,0.000060,0.000060,93.000000,-72.896783,24.869026,79.015558,30.901732,-96.858209,0.000060,
0.630000,99.999970,25.999965,0.000060,0.000060,68.000023,-75.010960,48.175397,60.041968,-15.643300,-96.029228,-99.999851,
0.635000,99.999970,27.000012,0.000060,0.000060,38.000049,-77.051227,68.454687,36.812486,-58.778349,-68.454568,0.000060,
0.640000,99.999970,28.000058,0.000060,0.000060,73.999946,-79.015438,84.432786,10.973395,-89.100545,-21.814169,99.999970,
0.645000,99.999970,28.999986,0.000060,0.000060,35.999956,-80.901568,95.105594,-15.643300,-99.999851,30.901732,0.000060,
0.647059,,,,,,,,,,,,0.000000
0.650000,99.999970,30.000033,0.000060,0.000060,28.999986,-82.707946,99.802679,-41.151347,-89.100545,75.011079,-99.999851,
0.655000,99.999970,30.999960,0.000060,0.000060,22.999944,-84.432667,98.228758,-63.742224,-58.778349,98.228758,0.000060,
0.660000,99.999970,32.000007,0.000060,0.000060,58.000032,-86.074059,90.482658,-81.814830,-15.643300,94.088024,99.999970,
0.665000,99.999970,33.000054,0.000060,0.000060,23.999990,-87.630575,77.051346,-94.087904,30.901732,63.742343,0.000060,
0.670000,99.999970,33.999982,0.000060,0.000060,15.000046,-89.100545,58.778468,-99.691576,70.710723,15.643419,-99.999851,
0.675000,99.999970,35.000028,0.000060,0.000060,73.000018,-90.482538,36.812486,-98.228639,95.105594,-36.812367,0.000060,
0.676471,,,,,,,,,,,,0.000000
0.680000,99.999970,35.999956,0.000060,0.000060,12.000025,-91.775363,12.533367,-89.802688,98.768777,-79.015438,99.999970,
0.685000,99.999970,37.000003,0.000060,0.000060,78.999941,-92.977589,-12.533248,-75.010960,80.901687,-99.211401,0.000060,
0.690000,99.999970,38.000049,0.000060,0.000060,15.999974,-94.087904,-36.812367,-54.902140,45.399013,-91.775363,-99.999851,
0.695000,99.999970,38.999977,0.000060,0.000060,73.999946,-95.105475,-58.778349,-30.901613,0.000060,-58.778349,0.000060,
0.700000,99.999970,40.000024,0.000060,0.000060,7.000030,-96.029228,-77.051227,-4.710496,-45.398894,-9.410680,99.999970,
0.705000,99.999970,40.999951,0.000060,0.000060,94.999975,-96.858209,-90.482538,21.814288,-80.901568,42.577925,0.000060,
0.705882,,,,,,,,,,,,0.000000
0.710000,99.999970,41.999998,0.000060,0.000060,5.000055,-97.591585,-98.228639,46.792927,-98.768657,82.708066,-99.999851,
0.715000,99.999970,43.000045,0.000060,0.000060,51.999989,-98.228639,-99.802560,68.454687,-95.105475,99.802679,0.000060,
0.720000,99.999970,43.999973,0.000060,0.000060,17.000021,-98.768657,-95.105475,85.264032,-70.710604,89.100664,99.999970,
0.725000,99.999970,45.000019,0.000060,0.000060,23.999990,-99.211401,-84.432667,96.029347,-30.901613,53.582731,0.000060,
0.730000,99.999970,45.999947,0.000060,0.000060,78.999941,-99.556035,-68.454568,99.987692,15.643419,3.141105,-99.999851,
0.735000,99.999970,46.999994,0.000060,0.000060,73.000018,-99.802560,-48.175278,96.858328,58.778468,-48.175278,0.000060,
0.735294,,,,,,,,,,,,0.000000
0.740000,99.999970,48.000041,0.000060,0.000060,65.000001,-99.950498,-24.868907,86.863106,89.100664,-86.074059,99.999970,
0.745000,99.999970,48.999968,0.000060,0.000060,96.000021,-99.999851,0.000060,70.710723,99.999970,-99.999851,0.000060,
0.750000,99.999970,50.000015,0.000060,0.000060,63.000027,-99.950498,24.869026,49.545827,89.100664,-86.074059,-99.999851,
0.755000,99.999970,50.999942,0.000060,0.000060,74.999993,-99.802560,48.175397,24.869026,58.778468,-48.175278,0.000060,
0.760000,99.999970,51.999989,0.000060,0.000060,9.000004,-99.556035,68.454687,-1.570642,15.643419,3.141105,99.999970,
0.764706,,,,,,,,,,,,0.000000
0.765000,99.999970,53.000036,0.000060,0.000060,12.999953,-99.211401,84.432786,-27.898969,-30.901613,53.582731,0.000060,
0.770000,99.999970,53.999964,0.000060,0.000060,51.999989,-98.768657,95.105594,-52.249733,-70.710604,89.100664,-99.999851,
0.775000,99.999970,55.000010,0.000060,0.000060,7.000030,-98.228639,99.802679,-72.896783,-95.105475,99.802679,0.000060,
0.780000,99.999970,56.000057,0.000060,0.000060,5.999983,-97.591585,98.228758,-88.376468,-98.768657,82.708066,99.999970,
0.785000,99.999970,56.999985,0.000060,0.000060,20.000042,-96.858209,90.482658,-97.591585,-80.901568,42.577925,0.000060,
0.790000,99.999970,58.000032,0.000060,0.000060,45.999947,-96.029228,77.051346,-99.888867,-45.398894,-9.410680,-99.999851,
0.794118,,,,,,,,,,,,0.000000
0.795000,99.999970,58.999959,0.000060,0.000060,81.000035,-95.105475,58.778468,-95.105475,0.000060,-58.778349,0.000060,
0.800000,99.999970,60.000006,0.000060,0.000060,56.999985,-94.087904,36.812486,-83.580559,45.399013,-91.775363,99.999970,
0.805000,99.999970,61.000053,0.000060,0.000060,74.999993,-92.977589,12.533367,-66.131059,80.901687,-99.211401,0.000060,
0.810000,99.999970,61.999980,0.000060,0.000060,5.000055,-91.775363,-12.533248,-43.993774,98.768777,-79.015438,-99.999851,
0.815000,99.999970,63.000027,0.000060,0.000060,15.000046,-90.482538,-36.812367,-18.737973,95.105594,-36.812367,0.000060,
0.820000,99.999970,63.999955,0.000060,0.000060,99.000043,-89.100545,-58.778349,7.845939,70.710723,15.643419,99.999970,
0.823529,,,,,,,,,,,,0.000000
0.825000,99.999970,65.000001,0.000060,0.000060,20.000042,-87.630575,-77.051227,33.873739,30.901732,63.742343,0.000060,
0.830000,99.999970,66.000048,0.000060,0.000060,88.000005,-86.074059,-90.482538,57.500545,-15.643300,94.088024,-99.999851,
0.835000,99.999970,66.999976,0.000060,0.000060,12.000025,-84.432667,-98.228639,77.051346,-58.778349,98.228758,0.000060,
0.840000,99.999970,68.000023,0.000060,0.000060,99.000043,-82.707946,-99.802560,91.140335,-89.100545,75.011079,99.999970,
0.845000,99.999970,68.999950,0.000060,0.000060,5.000055,-80.901568,-95.105475,98.768777,-99.999851,30.901732,0.000060,
0.850000,99.999970,69.999997,0.000060,0.000060,86.999958,-79.015438,-84.432667,99.396056,-89.100545,-21.814169,-99.999851,
0.852941,,,,,,,,,,,,0.000000
0.855000,99.999970,71.000044,0.000060,0.000060,7.000030,-77.051227,-68.454568,92.977708,-58.778349,-68.454568,0.000060,
0.860000,99.999970,71.999971,0.000060,0.000060,0.000060,-75.010960,-48.175278,79.968517,-15.643300,-96.029228,99.999970,
0.865000,99.999970,73.000018,0.000060,0.000060,91.999954,-72.896783,-24.868907,61.290685,30.901732,-96.858209,0.000060,
0.870000,99.999970,73.999946,0.000060,0.000060,58.999959,-70.710604,0.000060,38.268390,70.710723,-70.710604,-99.999851,
0.875000,99.999970,74.999993,0.000060,0.000060,17.999948,-68.454568,24.869026,12.533367,95.105594,-24.868907,0.000060,
0.880000,99.999970,76.000039,0.000060,0.000060,15.999974,-66.131059,48.175397,-14.090002,98.768777,27.899088,99.999970,
0.882353,,,,,,,,,,,,0.000000
0.885000,99.999970,76.999967,0.000060,0.000060,38.999977,-63.742224,68.454687,-39.714637,80.901687,72.896902,0.000060,
0.890000,99.999970,78.000014,0.000060,0.000060,91.000026,-61.290566,84.432786,-62.524144,45.399013,97.591704,-99.999851,
0.895000,99.999970,78.999941,0.000060,0.000060,81.000035,-58.778349,95.105594,-80.901568,0.000060,95.105594,0.000060,
0.900000,99.999970,79.999988,0.000060,0.000060,35.000028,-56.208197,99.802679,-93.544310,-45.398894,66.131179,99.999970,
0.905000,99.999970,81.000035,0.000060,0.000060,55.000010,-53.582612,98.228758,-99.556035,-80.901568,18.738092,0.000060,
0.910000,99.999970,81.999962,0.000060,0.000060,56.999985,-50.903979,90.482658,-98.510808,-98.768657,-33.873620,-99.999851,
0.911765,,,,,,,,,,,,0.000000
0.915000,99.999970,83.000009,0.000060,0.000060,45.000019,-48.175278,77.051346,-90.482538,-95.105475,-77.051227,0.000060,
0.920000,99.999970,84.000056,0.000060,0.000060,68.000023,-45.398894,58.778468,-76.040451,-70.710604,-98.768657,99.999970,
0.925000,99.999970,84.999984,0.000060,0.000060,9.000004,-42.577806,36.812486,-56.208197,-30.901613,-92.977589,0.000060,
0.930000,99.999970,86.000030,0.000060,0.000060,53.000036,-39.714637,12.533367,-32.391610,15.643419,-61.290566,-99.999851,
0.935000,99.999970,86.999958,0.000060,0.000060,74.999993,-36.812367,-12.533248,-6.278932,58.778468,-12.533248,0.000060,
0.940000,99.999970,88.000005,0.000060,0.000060,30.000033,-33.873620,-36.812367,20.278753,89.100664,39.714756,99.999970,
0.941176,,,,,,,,,,,,0.000000
0.945000,99.999970,89.000052,0.000060,0.000060,99.000043,-30.901613,-58.778349,45.399013,99.999970,80.901687,0.000060,
0.950000,99.999970,89.999979,0.000060,0.000060,56.999985,-27.898969,-77.051227,67.301218,89.100664,99.556154,-99.999851,
0.955000,99.999970,91.000026,0.000060,0.000060,86.999958,-24.868907,-90.482538,84.432786,58.778468,90.482658,0.000060,
0.960000,99.999970,91.999954,0.000060,0.000060,73.999946,-21.814169,-98.228639,95.579332,15.643419,56.208316,99.999970,
0.965000,99.999970,93.000000,0.000060,0.000060,61.999980,-18.737973,-99.802560,99.950618,-30.901613,6.279052,0.000060,
0.970000,99.999970,94.000047,0.000060,0.000060,2.999962,-15.643300,-95.105475,97.236937,-70.710604,-45.398894,-99.999851,
0.970588,,,,,,,,,,,,0.000000
0.975000,99.999970,94.999975,0.000060,0.000060,73.999946,-12.533248,-84.432667,87.630694,-95.105475,-84.432667,0.000060,
0.980000,99.999970,96.000021,0.000060,0.000060,83.000009,-9.410680,-68.454568,71.812574,-98.768657,-99.950498,99.999970,
0.985000,99.999970,96.999949,0.000060,0.000060,91.999954,-6.278932,-48.175278,50.904098,-80.901568,-87.630575,0.000060,
0.990000,99.999970,97.999996,0.000060,0.000060,86.999958,-3.140986,-24.868907,26.387276,-45.398894,-50.903979,-99.999851,
0.995000,99.999970,99.000043,0.000060,0.000060,83.000009,0.000060,0.000060,0.000060,0.000060,0.000060,0.000060,
1.000000,99.999970,-99.999851,99.999970,0.000060,76.000039,3.141105,24.869026,-26.387157,45.399013,50.904098,99.999970,0.157812
1.005000,99.999970,-98.999923,99.999970,0.000060,96.000021,6.279052,48.175397,-50.903979,80.901687,87.630694,0.000060,
1.010000,99.999970,-97.999877,99.999970,0.000060,33.000054,9.410799,68.454687,-71.812455,98.768777,99.950618,-99.999851,
1.015000,99.999970,-96.999830,99.999970,0.000060,40.000024,12.533367,84.432786,-87.630575,95.105594,84.432786,0.000060,
1.020000,99.999970,-95.999902,0.000060,0.000060,56.000057,15.643419,95.105594,-97.236818,70.710723,45.399013,99.999970,
